Begin;End;Activity;Case;Case type;Duration
17-3-2023 15:24;17-3-2023 15:24;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:06
17-3-2023 15:28;17-3-2023 15:35;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:07:15
17-3-2023 15:45;17-3-2023 15:46;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:09
17-3-2023 15:49;17-3-2023 15:50;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:06
17-3-2023 15:53;17-3-2023 15:54;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:03
17-3-2023 15:58;17-3-2023 16:02;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:03:27
17-3-2023 16:04;17-3-2023 16:13;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:08:42
17-3-2023 16:46;17-3-2023 16:46;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:03
17-3-2023 16:49;17-3-2023 16:49;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:03
17-3-2023 17:01;17-3-2023 17:01;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:03
18-3-2023 11:23;18-3-2023 11:24;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:45
18-3-2023 11:25;18-3-2023 11:27;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:07
18-3-2023 11:27;18-3-2023 11:28;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:27
18-3-2023 11:33;18-3-2023 12:01;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:27:19
18-3-2023 12:04;18-3-2023 12:15;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:10:52
18-3-2023 12:47;18-3-2023 13:03;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:15:27
18-3-2023 13:04;18-3-2023 13:37;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:32:32
18-3-2023 14:09;18-3-2023 14:11;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:54
18-3-2023 15:00;18-3-2023 15:40;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:39:45
18-3-2023 15:45;18-3-2023 15:52;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:06:56
18-3-2023 15:52;18-3-2023 15:57;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:04:28
18-3-2023 15:58;18-3-2023 15:59;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:22
18-3-2023 16:00;18-3-2023 16:00;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:54
18-3-2023 17:26;18-3-2023 17:31;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:05:06
18-3-2023 17:32;18-3-2023 17:33;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:57
18-3-2023 17:33;18-3-2023 17:38;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:04:49
18-3-2023 17:38;18-3-2023 17:41;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:03:04
18-3-2023 17:42;18-3-2023 17:43;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:18
18-3-2023 17:44;18-3-2023 17:47;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:40
18-3-2023 17:47;18-3-2023 17:51;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:04:01
18-3-2023 17:52;18-3-2023 17:53;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:09
18-3-2023 18:36;18-3-2023 18:36;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:03
18-3-2023 19:00;18-3-2023 19:03;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:03:24
18-3-2023 19:03;18-3-2023 19:04;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:01
18-3-2023 19:04;18-3-2023 19:07;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:39
18-3-2023 19:07;18-3-2023 19:09;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:00
18-3-2023 19:10;18-3-2023 19:12;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:24
18-3-2023 19:12;18-3-2023 19:15;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:34
18-3-2023 19:16;18-3-2023 19:20;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:04:01
18-3-2023 19:21;18-3-2023 19:22;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:27
19-3-2023 10:29;19-3-2023 10:55;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:26:18
19-3-2023 10:55;19-3-2023 11:02;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:06:27
19-3-2023 11:03;19-3-2023 11:06;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:03:13
20-3-2023 08:23;20-3-2023 08:30;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:06:58
20-3-2023 08:40;20-3-2023 08:47;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:06:16
20-3-2023 08:47;20-3-2023 08:49;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:30
20-3-2023 08:49;20-3-2023 08:52;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:18
20-3-2023 08:53;20-3-2023 08:56;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:03:22
20-3-2023 08:57;20-3-2023 08:58;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:51
20-3-2023 08:58;20-3-2023 08:58;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:24
20-3-2023 09:00;20-3-2023 09:04;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:03:58
20-3-2023 09:05;20-3-2023 09:05;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:18
20-3-2023 09:05;20-3-2023 09:06;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:24
20-3-2023 09:07;20-3-2023 09:39;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:31:35
20-3-2023 09:47;20-3-2023 10:00;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:13:20
20-3-2023 10:01;20-3-2023 10:03;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:54
20-3-2023 10:05;20-3-2023 10:07;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:09
20-3-2023 10:16;20-3-2023 10:18;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:36
20-3-2023 10:18;20-3-2023 10:20;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:01
20-3-2023 10:20;20-3-2023 10:33;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:12:38
20-3-2023 10:33;20-3-2023 10:33;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:42
20-3-2023 10:35;20-3-2023 10:37;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:01:42
20-3-2023 10:37;20-3-2023 10:37;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:33
20-3-2023 10:37;20-3-2023 10:38;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:00:27
20-3-2023 10:38;20-3-2023 10:41;Requesting and assessing leave;March holiday;Leave;0 days 00:02:46
20-3-2023 10:42;20-3-2023 10:42;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:06
20-3-2023 10:46;20-3-2023 10:46;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:06
20-3-2023 10:46;20-3-2023 10:52;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:06:10
20-3-2023 10:52;20-3-2023 10:57;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:04:42
20-3-2023 10:57;20-3-2023 10:57;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:03
20-3-2023 10:57;20-3-2023 10:57;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:09
20-3-2023 10:57;20-3-2023 10:58;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:24
20-3-2023 10:58;20-3-2023 10:58;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
20-3-2023 10:59;20-3-2023 10:59;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:42
20-3-2023 11:00;20-3-2023 11:02;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:02:15
20-3-2023 11:02;20-3-2023 11:02;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:06
20-3-2023 11:03;20-3-2023 11:04;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:19
20-3-2023 11:04;20-3-2023 11:07;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:03:21
20-3-2023 11:07;20-3-2023 11:09;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:01:03
20-3-2023 11:10;20-3-2023 11:11;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:01:01
20-3-2023 11:11;20-3-2023 11:12;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:01:03
20-3-2023 11:17;20-3-2023 11:18;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:01:00
20-3-2023 11:18;20-3-2023 11:19;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:00:24
20-3-2023 11:19;20-3-2023 11:19;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:00:27
20-3-2023 11:19;20-3-2023 11:21;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:01:36
20-3-2023 11:23;20-3-2023 11:23;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:18
20-3-2023 11:23;20-3-2023 11:24;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:01:18
20-3-2023 11:27;20-3-2023 11:27;Participating in group meetings;BPM&A group;Organizational unit;0 days 00:00:03
20-3-2023 11:27;20-3-2023 11:27;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:03
20-3-2023 11:27;20-3-2023 11:27;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:03
20-3-2023 11:48;20-3-2023 11:48;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:06
20-3-2023 11:49;20-3-2023 11:50;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:06
20-3-2023 11:58;20-3-2023 11:59;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:03
20-3-2023 12:11;20-3-2023 12:17;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:05:46
20-3-2023 12:18;20-3-2023 12:21;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:46
20-3-2023 12:21;20-3-2023 12:23;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:03
20-3-2023 12:24;20-3-2023 12:27;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:03:28
20-3-2023 12:27;20-3-2023 12:29;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:36
20-3-2023 12:31;20-3-2023 12:33;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:48
20-3-2023 12:37;20-3-2023 12:38;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:12
20-3-2023 12:58;20-3-2023 12:59;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:00
20-3-2023 13:29;20-3-2023 13:29;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:15
20-3-2023 13:31;20-3-2023 13:37;Communicating about events;BPM conference 2023;Academic conference;0 days 00:05:46
20-3-2023 13:50;20-3-2023 13:50;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:06
20-3-2023 13:57;20-3-2023 13:57;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:12
20-3-2023 13:57;20-3-2023 13:58;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:42
20-3-2023 13:59;20-3-2023 13:59;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:03
20-3-2023 14:00;20-3-2023 14:06;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:06:31
20-3-2023 14:07;20-3-2023 14:12;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:05:01
20-3-2023 14:14;20-3-2023 14:23;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:09:08
20-3-2023 14:23;20-3-2023 14:24;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:30
20-3-2023 14:24;20-3-2023 14:25;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:39
20-3-2023 14:25;20-3-2023 14:25;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:45
20-3-2023 14:26;20-3-2023 14:26;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
20-3-2023 14:26;20-3-2023 14:26;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
20-3-2023 14:26;20-3-2023 14:26;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:06
20-3-2023 14:26;20-3-2023 14:28;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:01:54
20-3-2023 14:29;20-3-2023 14:34;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:04:55
20-3-2023 14:39;20-3-2023 14:51;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:12:14
20-3-2023 14:54;20-3-2023 14:56;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:01:43
20-3-2023 14:57;20-3-2023 14:58;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:01:27
20-3-2023 15:00;20-3-2023 15:01;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:42
20-3-2023 15:17;20-3-2023 15:46;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:29:26
20-3-2023 15:48;20-3-2023 15:49;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:42
20-3-2023 15:49;20-3-2023 15:51;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:02:07
20-3-2023 15:52;20-3-2023 15:52;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:12
20-3-2023 15:53;20-3-2023 15:54;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:00
20-3-2023 15:57;20-3-2023 15:57;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:06
20-3-2023 16:01;20-3-2023 16:01;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:06
20-3-2023 16:02;20-3-2023 16:03;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:00:43
20-3-2023 16:03;20-3-2023 16:04;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:00:18
20-3-2023 16:04;20-3-2023 16:05;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:45
20-3-2023 16:05;20-3-2023 16:07;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:18
20-3-2023 16:07;20-3-2023 16:10;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:02:49
20-3-2023 16:10;20-3-2023 16:10;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:15
20-3-2023 16:13;20-3-2023 16:14;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
20-3-2023 16:14;20-3-2023 16:16;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:51
20-3-2023 16:16;20-3-2023 16:16;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:18
20-3-2023 16:16;20-3-2023 16:17;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:00:51
20-3-2023 16:19;20-3-2023 16:31;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:11:50
20-3-2023 16:43;20-3-2023 16:43;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:00:03
21-3-2023 08:53;21-3-2023 09:04;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:10:55
21-3-2023 09:05;21-3-2023 09:25;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:19:51
21-3-2023 09:26;21-3-2023 09:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:08:43
21-3-2023 09:35;21-3-2023 09:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:02:52
21-3-2023 09:38;21-3-2023 09:47;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:08:22
21-3-2023 09:50;21-3-2023 09:53;Organizing practical aspects of events;Brainstorm seminar on PM human-in-the-loop;Event;0 days 00:03:18
21-3-2023 09:58;21-3-2023 09:59;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:24
21-3-2023 10:00;21-3-2023 10:03;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:03:16
21-3-2023 10:03;21-3-2023 10:03;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:06
21-3-2023 10:12;21-3-2023 10:14;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:02:06
21-3-2023 10:20;21-3-2023 10:21;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:01:15
21-3-2023 10:21;21-3-2023 10:23;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:01:58
21-3-2023 10:24;21-3-2023 10:25;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 00:00:51
21-3-2023 10:27;21-3-2023 10:32;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:04:48
21-3-2023 10:32;21-3-2023 10:32;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:03
21-3-2023 10:33;21-3-2023 10:33;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:18
21-3-2023 10:33;21-3-2023 10:33;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:24
21-3-2023 10:33;21-3-2023 10:34;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:03
21-3-2023 10:34;21-3-2023 10:35;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:01:21
21-3-2023 10:35;21-3-2023 10:37;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:01:51
21-3-2023 10:37;21-3-2023 10:38;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:24
21-3-2023 10:38;21-3-2023 10:38;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:15
21-3-2023 10:39;21-3-2023 10:39;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:09
21-3-2023 10:39;21-3-2023 10:39;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:00:03
21-3-2023 10:39;21-3-2023 10:39;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:03
21-3-2023 10:40;21-3-2023 10:40;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:00:03
21-3-2023 10:40;21-3-2023 10:40;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:03
21-3-2023 10:41;21-3-2023 10:43;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:01:33
21-3-2023 10:44;21-3-2023 10:45;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:49
21-3-2023 10:45;21-3-2023 10:46;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:42
21-3-2023 10:46;21-3-2023 10:46;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:21
21-3-2023 10:46;21-3-2023 10:46;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:06
21-3-2023 10:46;21-3-2023 10:57;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:10:38
21-3-2023 10:57;21-3-2023 11:01;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:04:03
21-3-2023 11:01;21-3-2023 11:03;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:01:52
21-3-2023 11:04;21-3-2023 11:05;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:27
21-3-2023 11:05;21-3-2023 11:18;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:13:08
21-3-2023 11:19;21-3-2023 11:21;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:01:36
21-3-2023 11:21;21-3-2023 11:22;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:01:10
21-3-2023 11:24;21-3-2023 11:24;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:51
21-3-2023 11:25;21-3-2023 11:25;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:00:21
21-3-2023 11:26;21-3-2023 11:52;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:26:08
21-3-2023 11:52;21-3-2023 11:52;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
21-3-2023 11:52;21-3-2023 11:53;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:27
21-3-2023 11:53;21-3-2023 11:53;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:45
21-3-2023 11:53;21-3-2023 12:02;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:09:05
21-3-2023 12:02;21-3-2023 12:06;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:03:57
21-3-2023 12:07;21-3-2023 12:09;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:52
21-3-2023 12:09;21-3-2023 12:09;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:33
21-3-2023 12:09;21-3-2023 12:11;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:18
21-3-2023 12:11;21-3-2023 12:11;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:03
21-3-2023 12:11;21-3-2023 12:11;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:03
21-3-2023 12:46;21-3-2023 12:46;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
21-3-2023 12:47;21-3-2023 12:50;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:03:45
21-3-2023 12:50;21-3-2023 12:50;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
21-3-2023 12:50;21-3-2023 12:58;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:07:11
21-3-2023 12:58;21-3-2023 12:58;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
21-3-2023 12:58;21-3-2023 13:13;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:15:36
21-3-2023 13:14;21-3-2023 13:18;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:04:06
21-3-2023 13:18;21-3-2023 13:18;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
21-3-2023 13:18;21-3-2023 13:22;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:03:39
21-3-2023 13:23;21-3-2023 13:37;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:13:46
21-3-2023 13:38;21-3-2023 13:39;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:27
21-3-2023 13:39;21-3-2023 13:42;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:03:40
21-3-2023 13:42;21-3-2023 13:51;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:08:16
21-3-2023 13:51;21-3-2023 13:52;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:01:03
21-3-2023 13:54;21-3-2023 13:54;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:03
21-3-2023 13:54;21-3-2023 13:54;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:06
21-3-2023 13:56;21-3-2023 13:56;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:00:03
21-3-2023 13:56;21-3-2023 14:01;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 00:05:28
21-3-2023 14:08;21-3-2023 15:14;Actively contributing to social debates;Future of Work Think paper;Research project;0 days 01:06:42
21-3-2023 15:29;21-3-2023 15:41;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:11:53
21-3-2023 15:41;21-3-2023 15:43;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:01:36
21-3-2023 15:55;21-3-2023 16:03;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:07:56
21-3-2023 16:03;21-3-2023 16:03;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:00:12
21-3-2023 16:07;21-3-2023 16:08;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:01:31
21-3-2023 16:11;21-3-2023 16:16;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:04:52
21-3-2023 16:16;21-3-2023 16:16;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:00:33
21-3-2023 16:17;21-3-2023 16:17;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:00:15
21-3-2023 16:18;21-3-2023 16:18;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:00:03
21-3-2023 16:24;21-3-2023 16:24;Drafting a research plan;OTP Workload monitor;Grant;0 days 00:00:03
21-3-2023 16:24;21-3-2023 16:25;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:01:12
21-3-2023 16:27;21-3-2023 16:32;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:04:42
21-3-2023 16:35;21-3-2023 16:40;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:04:31
21-3-2023 16:40;21-3-2023 16:42;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:01:24
21-3-2023 16:42;21-3-2023 16:44;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:02:06
21-3-2023 16:44;21-3-2023 16:45;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:21
21-3-2023 17:00;21-3-2023 17:01;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:01:18
21-3-2023 17:01;21-3-2023 17:06;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:04:40
21-3-2023 17:08;21-3-2023 17:10;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:02:28
21-3-2023 17:11;21-3-2023 17:24;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:13:11
21-3-2023 17:25;21-3-2023 17:28;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:02:57
21-3-2023 17:28;21-3-2023 17:32;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:04:09
